Measurement time,Number of CPUs cores,CPU 0 freq,CPU 1 freq,CPU 2 freq,CPU 3 freq,Free RAM,Used RAM,Total RAM,Free Swap,Used Swap,Total Swap,CPU load (1m),CPU load (5m),CPU load (15m),Number of processes,Number of bytes received,Number of bytes sent,Number of packets received,Number of packets sent
s,N/A,kHz,kHz,kHz,kHz,kB,kB,kB,kB,kB,kB,%,%,%,N/A,bytes,bytes,N/A,N/A
1570564514.6510456,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4601128.0,3540384.0,8141512.0,2097148.0,0.0,2097148.0,0.77,0.26,0.09,294.0,396.0,1076.0,6.0,6.0
1570564515.6518164,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4601128.0,3540384.0,8141512.0,2097148.0,0.0,2097148.0,0.77,0.26,0.09,294.0,396.0,1076.0,6.0,6.0
1570564516.6527746,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4601128.0,3540384.0,8141512.0,2097148.0,0.0,2097148.0,0.77,0.26,0.09,294.0,396.0,1076.0,6.0,6.0
1570564517.6531038,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4601128.0,3540384.0,8141512.0,2097148.0,0.0,2097148.0,0.77,0.26,0.09,294.0,396.0,1076.0,6.0,6.0
1570564518.653029,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4601128.0,3540384.0,8141512.0,2097148.0,0.0,2097148.0,0.77,0.26,0.09,294.0,396.0,1076.0,6.0,6.0
1570564519.653028,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4601128.0,3540384.0,8141512.0,2097148.0,0.0,2097148.0,0.71,0.26,0.09,294.0,396.0,1076.0,6.0,6.0
1570564520.6514857,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4600876.0,3540636.0,8141512.0,2097148.0,0.0,2097148.0,0.71,0.26,0.09,294.0,396.0,1076.0,6.0,6.0
1570564521.6523962,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4600876.0,3540636.0,8141512.0,2097148.0,0.0,2097148.0,0.71,0.26,0.09,294.0,396.0,1076.0,6.0,6.0
1570564522.6524796,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4600876.0,3540636.0,8141512.0,2097148.0,0.0,2097148.0,0.71,0.26,0.09,294.0,396.0,1076.0,6.0,6.0
1570564523.6520953,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4600876.0,3540636.0,8141512.0,2097148.0,0.0,2097148.0,0.71,0.26,0.09,294.0,396.0,1076.0,6.0,6.0
1570564524.6526725,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4600876.0,3540636.0,8141512.0,2097148.0,0.0,2097148.0,0.65,0.25,0.09,294.0,396.0,1076.0,6.0,6.0
1570564525.6516895,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4600876.0,3540636.0,8141512.0,2097148.0,0.0,2097148.0,0.65,0.25,0.09,294.0,396.0,1076.0,6.0,6.0
1570564526.652491,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4600624.0,3540888.0,8141512.0,2097148.0,0.0,2097148.0,0.65,0.25,0.09,294.0,396.0,1076.0,6.0,6.0
1570564527.6526475,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4600624.0,3540888.0,8141512.0,2097148.0,0.0,2097148.0,0.65,0.25,0.09,294.0,498.0,1142.0,7.0,7.0
1570564528.653016,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4600624.0,3540888.0,8141512.0,2097148.0,0.0,2097148.0,0.65,0.25,0.09,294.0,396.0,1076.0,6.0,6.0
1570564529.6530745,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4600624.0,3540888.0,8141512.0,2097148.0,0.0,2097148.0,0.6,0.25,0.09,294.0,396.0,1076.0,6.0,6.0
1570564530.6528962,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4600624.0,3540888.0,8141512.0,2097148.0,0.0,2097148.0,0.6,0.25,0.09,294.0,396.0,1076.0,6.0,6.0
1570564531.6526058,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4600624.0,3540888.0,8141512.0,2097148.0,0.0,2097148.0,0.6,0.25,0.09,294.0,396.0,1076.0,6.0,6.0
1570564532.6517348,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4600624.0,3540888.0,8141512.0,2097148.0,0.0,2097148.0,0.6,0.25,0.09,294.0,396.0,1076.0,6.0,6.0
1570564533.653188,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4600624.0,3540888.0,8141512.0,2097148.0,0.0,2097148.0,0.6,0.25,0.09,294.0,462.0,1178.0,7.0,7.0
1570564534.651455,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4600624.0,3540888.0,8141512.0,2097148.0,0.0,2097148.0,0.55,0.25,0.09,294.0,396.0,1076.0,6.0,6.0
1570564535.653389,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4600624.0,3540888.0,8141512.0,2097148.0,0.0,2097148.0,0.55,0.25,0.09,294.0,396.0,1076.0,6.0,6.0
1570564536.6520455,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4600624.0,3540888.0,8141512.0,2097148.0,0.0,2097148.0,0.55,0.25,0.09,294.0,396.0,1076.0,6.0,6.0
1570564537.6523995,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4600624.0,3540888.0,8141512.0,2097148.0,0.0,2097148.0,0.55,0.25,0.09,294.0,396.0,1076.0,6.0,6.0
1570564538.6525822,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4600624.0,3540888.0,8141512.0,2097148.0,0.0,2097148.0,0.55,0.25,0.09,294.0,719.0,1076.0,7.0,6.0
1570564539.65235,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4600624.0,3540888.0,8141512.0,2097148.0,0.0,2097148.0,0.51,0.24,0.09,294.0,396.0,1076.0,6.0,6.0
1570564540.6525028,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4600624.0,3540888.0,8141512.0,2097148.0,0.0,2097148.0,0.51,0.24,0.09,294.0,396.0,1076.0,6.0,6.0
1570564541.652415,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4600624.0,3540888.0,8141512.0,2097148.0,0.0,2097148.0,0.51,0.24,0.09,294.0,396.0,1076.0,6.0,6.0
1570564542.6523352,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4600624.0,3540888.0,8141512.0,2097148.0,0.0,2097148.0,0.51,0.24,0.09,294.0,396.0,1076.0,6.0,6.0
1570564543.6525118,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4600624.0,3540888.0,8141512.0,2097148.0,0.0,2097148.0,0.51,0.24,0.09,294.0,396.0,1076.0,6.0,6.0
1570564544.652392,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4600624.0,3540888.0,8141512.0,2097148.0,0.0,2097148.0,0.47,0.24,0.09,294.0,396.0,1076.0,6.0,6.0
1570564545.6528811,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4600624.0,3540888.0,8141512.0,2097148.0,0.0,2097148.0,0.47,0.24,0.09,294.0,396.0,1076.0,6.0,6.0
1570564546.6528156,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4600624.0,3540888.0,8141512.0,2097148.0,0.0,2097148.0,0.47,0.24,0.09,294.0,396.0,1076.0,6.0,6.0
1570564547.6528287,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4600624.0,3540888.0,8141512.0,2097148.0,0.0,2097148.0,0.47,0.24,0.09,294.0,396.0,1076.0,6.0,6.0
1570564548.6523283,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4600624.0,3540888.0,8141512.0,2097148.0,0.0,2097148.0,0.47,0.24,0.09,294.0,396.0,1076.0,6.0,6.0
1570564549.6528616,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4600624.0,3540888.0,8141512.0,2097148.0,0.0,2097148.0,0.43,0.23,0.09,294.0,396.0,1076.0,6.0,6.0
1570564550.653042,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4600624.0,3540888.0,8141512.0,2097148.0,0.0,2097148.0,0.43,0.23,0.09,294.0,396.0,1076.0,6.0,6.0
1570564551.6526663,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4600624.0,3540888.0,8141512.0,2097148.0,0.0,2097148.0,0.43,0.23,0.09,294.0,396.0,1076.0,6.0,6.0
1570564552.6514893,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4600120.0,3541392.0,8141512.0,2097148.0,0.0,2097148.0,0.43,0.23,0.09,294.0,396.0,1076.0,6.0,6.0
1570564553.6538117,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4600120.0,3541392.0,8141512.0,2097148.0,0.0,2097148.0,0.43,0.23,0.09,294.0,396.0,1076.0,6.0,6.0
1570564554.652557,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4600120.0,3541392.0,8141512.0,2097148.0,0.0,2097148.0,0.39,0.23,0.09,294.0,396.0,1076.0,6.0,6.0
1570564555.6531515,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4600120.0,3541392.0,8141512.0,2097148.0,0.0,2097148.0,0.39,0.23,0.09,294.0,396.0,1076.0,6.0,6.0
1570564556.6521864,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4600120.0,3541392.0,8141512.0,2097148.0,0.0,2097148.0,0.39,0.23,0.09,294.0,396.0,1076.0,6.0,6.0
1570564557.6530097,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4600120.0,3541392.0,8141512.0,2097148.0,0.0,2097148.0,0.39,0.23,0.09,294.0,396.0,1076.0,6.0,6.0
1570564558.6525192,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4600120.0,3541392.0,8141512.0,2097148.0,0.0,2097148.0,0.39,0.23,0.09,294.0,396.0,1076.0,6.0,6.0
1570564559.652523,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4600120.0,3541392.0,8141512.0,2097148.0,0.0,2097148.0,0.36,0.22,0.09,294.0,396.0,1076.0,6.0,6.0
1570564560.6523564,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4600120.0,3541392.0,8141512.0,2097148.0,0.0,2097148.0,0.36,0.22,0.09,294.0,396.0,1076.0,6.0,6.0
1570564561.652857,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4600120.0,3541392.0,8141512.0,2097148.0,0.0,2097148.0,0.36,0.22,0.09,294.0,396.0,1076.0,6.0,6.0
1570564562.6525102,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4600120.0,3541392.0,8141512.0,2097148.0,0.0,2097148.0,0.36,0.22,0.09,294.0,396.0,1076.0,6.0,6.0
1570564563.6527922,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4599868.0,3541644.0,8141512.0,2097148.0,0.0,2097148.0,0.36,0.22,0.09,294.0,396.0,1076.0,6.0,6.0
1570564564.6520507,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4599868.0,3541644.0,8141512.0,2097148.0,0.0,2097148.0,0.33,0.22,0.09,294.0,396.0,1076.0,6.0,6.0
1570564565.652634,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4599868.0,3541644.0,8141512.0,2097148.0,0.0,2097148.0,0.33,0.22,0.09,294.0,396.0,1076.0,6.0,6.0
1570564566.6528187,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4599868.0,3541644.0,8141512.0,2097148.0,0.0,2097148.0,0.33,0.22,0.09,294.0,396.0,1076.0,6.0,6.0
1570564567.6527858,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4599868.0,3541644.0,8141512.0,2097148.0,0.0,2097148.0,0.33,0.22,0.09,294.0,396.0,1076.0,6.0,6.0
1570564568.652976,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4599868.0,3541644.0,8141512.0,2097148.0,0.0,2097148.0,0.33,0.22,0.09,294.0,396.0,1076.0,6.0,6.0
1570564569.6529768,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4599868.0,3541644.0,8141512.0,2097148.0,0.0,2097148.0,0.31,0.22,0.09,294.0,396.0,1076.0,6.0,6.0
1570564570.65287,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4599868.0,3541644.0,8141512.0,2097148.0,0.0,2097148.0,0.31,0.22,0.09,294.0,396.0,1076.0,6.0,6.0
1570564571.651741,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4599868.0,3541644.0,8141512.0,2097148.0,0.0,2097148.0,0.31,0.22,0.09,294.0,396.0,1076.0,6.0,6.0
1570564572.6528738,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4599868.0,3541644.0,8141512.0,2097148.0,0.0,2097148.0,0.31,0.22,0.09,294.0,396.0,1076.0,6.0,6.0
1570564573.6522038,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4599868.0,3541644.0,8141512.0,2097148.0,0.0,2097148.0,0.31,0.22,0.09,294.0,396.0,1076.0,6.0,6.0
1570564574.6526456,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4599868.0,3541644.0,8141512.0,2097148.0,0.0,2097148.0,0.28,0.21,0.09,294.0,396.0,1076.0,6.0,6.0
1570564575.6523952,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4599868.0,3541644.0,8141512.0,2097148.0,0.0,2097148.0,0.28,0.21,0.09,294.0,396.0,1076.0,6.0,6.0
1570564576.652564,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4599868.0,3541644.0,8141512.0,2097148.0,0.0,2097148.0,0.28,0.21,0.09,294.0,396.0,1076.0,6.0,6.0
1570564577.6526623,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4599868.0,3541644.0,8141512.0,2097148.0,0.0,2097148.0,0.28,0.21,0.09,294.0,396.0,1076.0,6.0,6.0
1570564578.652097,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4599868.0,3541644.0,8141512.0,2097148.0,0.0,2097148.0,0.28,0.21,0.09,294.0,396.0,1076.0,6.0,6.0
1570564579.6529255,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4599868.0,3541644.0,8141512.0,2097148.0,0.0,2097148.0,0.26,0.21,0.09,294.0,396.0,1076.0,6.0,6.0
1570564580.6517253,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4599868.0,3541644.0,8141512.0,2097148.0,0.0,2097148.0,0.26,0.21,0.09,294.0,396.0,1076.0,6.0,6.0
1570564581.6526809,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4599868.0,3541644.0,8141512.0,2097148.0,0.0,2097148.0,0.26,0.21,0.09,294.0,396.0,1076.0,6.0,6.0
1570564582.6525083,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4599868.0,3541644.0,8141512.0,2097148.0,0.0,2097148.0,0.26,0.21,0.09,294.0,396.0,1076.0,6.0,6.0
1570564583.6529744,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4599868.0,3541644.0,8141512.0,2097148.0,0.0,2097148.0,0.26,0.21,0.09,294.0,396.0,1076.0,6.0,6.0
1570564584.652917,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4599868.0,3541644.0,8141512.0,2097148.0,0.0,2097148.0,0.24,0.2,0.08,294.0,396.0,1076.0,6.0,6.0
1570564585.6529255,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4599616.0,3541896.0,8141512.0,2097148.0,0.0,2097148.0,0.24,0.2,0.08,294.0,396.0,1076.0,6.0,6.0
1570564586.6522317,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4599616.0,3541896.0,8141512.0,2097148.0,0.0,2097148.0,0.24,0.2,0.08,294.0,396.0,1076.0,6.0,6.0
1570564587.6529922,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4599616.0,3541896.0,8141512.0,2097148.0,0.0,2097148.0,0.24,0.2,0.08,294.0,396.0,1076.0,6.0,6.0
1570564588.653021,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4599616.0,3541896.0,8141512.0,2097148.0,0.0,2097148.0,0.24,0.2,0.08,294.0,396.0,1076.0,6.0,6.0
1570564589.6525784,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4599616.0,3541896.0,8141512.0,2097148.0,0.0,2097148.0,0.22,0.2,0.08,294.0,396.0,1076.0,6.0,6.0
1570564590.6529887,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4599616.0,3541896.0,8141512.0,2097148.0,0.0,2097148.0,0.22,0.2,0.08,294.0,396.0,1076.0,6.0,6.0
1570564591.6526325,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4599364.0,3542148.0,8141512.0,2097148.0,0.0,2097148.0,0.22,0.2,0.08,294.0,396.0,1076.0,6.0,6.0
1570564592.6529722,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4599364.0,3542148.0,8141512.0,2097148.0,0.0,2097148.0,0.22,0.2,0.08,294.0,396.0,1076.0,6.0,6.0
1570564593.652335,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4599364.0,3542148.0,8141512.0,2097148.0,0.0,2097148.0,0.22,0.2,0.08,294.0,396.0,1076.0,6.0,6.0
1570564594.65285,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4599364.0,3542148.0,8141512.0,2097148.0,0.0,2097148.0,0.2,0.2,0.08,294.0,396.0,1076.0,6.0,6.0
1570564595.6516433,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4599364.0,3542148.0,8141512.0,2097148.0,0.0,2097148.0,0.2,0.2,0.08,294.0,396.0,1076.0,6.0,6.0
1570564596.6519222,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4599364.0,3542400.0,8141512.0,2097148.0,0.0,2097148.0,0.2,0.2,0.08,294.0,396.0,1076.0,6.0,6.0
1570564597.6529884,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4599112.0,3542400.0,8141512.0,2097148.0,0.0,2097148.0,0.2,0.2,0.08,294.0,396.0,1076.0,6.0,6.0
1570564598.6516798,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4599112.0,3542400.0,8141512.0,2097148.0,0.0,2097148.0,0.2,0.2,0.08,294.0,396.0,1076.0,6.0,6.0
1570564599.6530006,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4599112.0,3542400.0,8141512.0,2097148.0,0.0,2097148.0,0.18,0.19,0.08,294.0,396.0,1076.0,6.0,6.0
1570564600.6525736,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4598860.0,3542652.0,8141512.0,2097148.0,0.0,2097148.0,0.18,0.19,0.08,294.0,396.0,1076.0,6.0,6.0
1570564601.6525772,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4598860.0,3542652.0,8141512.0,2097148.0,0.0,2097148.0,0.18,0.19,0.08,294.0,396.0,1076.0,6.0,6.0
1570564602.6522377,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4598860.0,3542652.0,8141512.0,2097148.0,0.0,2097148.0,0.18,0.19,0.08,294.0,396.0,1076.0,6.0,6.0
1570564603.651898,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4598860.0,3542652.0,8141512.0,2097148.0,0.0,2097148.0,0.18,0.19,0.08,294.0,396.0,1076.0,6.0,6.0
1570564604.6522653,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4598860.0,3542652.0,8141512.0,2097148.0,0.0,2097148.0,0.17,0.19,0.08,294.0,396.0,1076.0,6.0,6.0
1570564605.6513362,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4598860.0,3542652.0,8141512.0,2097148.0,0.0,2097148.0,0.17,0.19,0.08,294.0,396.0,1076.0,6.0,6.0
1570564606.6516445,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4598860.0,3542652.0,8141512.0,2097148.0,0.0,2097148.0,0.17,0.19,0.08,294.0,396.0,1076.0,6.0,6.0
1570564607.6536276,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4598860.0,3542652.0,8141512.0,2097148.0,0.0,2097148.0,0.17,0.19,0.08,294.0,396.0,1076.0,6.0,6.0
1570564608.6524727,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4598860.0,3542652.0,8141512.0,2097148.0,0.0,2097148.0,0.17,0.19,0.08,294.0,396.0,1076.0,6.0,6.0
1570564609.6514397,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4598860.0,3542652.0,8141512.0,2097148.0,0.0,2097148.0,0.16,0.19,0.08,294.0,396.0,1076.0,6.0,6.0
1570564610.6516116,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4598860.0,3542652.0,8141512.0,2097148.0,0.0,2097148.0,0.16,0.19,0.08,294.0,396.0,1076.0,6.0,6.0
1570564611.6519456,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4598860.0,3542652.0,8141512.0,2097148.0,0.0,2097148.0,0.16,0.19,0.08,294.0,396.0,1076.0,6.0,6.0
1570564612.6514115,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4598860.0,3542652.0,8141512.0,2097148.0,0.0,2097148.0,0.16,0.19,0.08,294.0,396.0,1076.0,6.0,6.0
1570564613.6530387,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4598860.0,3542652.0,8141512.0,2097148.0,0.0,2097148.0,0.16,0.19,0.08,294.0,396.0,1076.0,6.0,6.0
1570564614.6518881,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4598860.0,3542652.0,8141512.0,2097148.0,0.0,2097148.0,0.14,0.18,0.08,294.0,396.0,1076.0,6.0,6.0
1570564615.6511948,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4598860.0,3542652.0,8141512.0,2097148.0,0.0,2097148.0,0.14,0.18,0.08,294.0,396.0,1076.0,6.0,6.0
1570564616.652813,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4598860.0,3542652.0,8141512.0,2097148.0,0.0,2097148.0,0.14,0.18,0.08,294.0,396.0,1076.0,6.0,6.0
1570564617.6536043,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4598860.0,3542652.0,8141512.0,2097148.0,0.0,2097148.0,0.14,0.18,0.08,294.0,396.0,1076.0,6.0,6.0
1570564618.6513634,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4598860.0,3542652.0,8141512.0,2097148.0,0.0,2097148.0,0.14,0.18,0.08,294.0,396.0,1076.0,6.0,6.0
1570564619.651586,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4598860.0,3542652.0,8141512.0,2097148.0,0.0,2097148.0,0.13,0.18,0.08,294.0,396.0,1076.0,6.0,6.0
1570564620.6515644,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4598860.0,3542652.0,8141512.0,2097148.0,0.0,2097148.0,0.13,0.18,0.08,294.0,396.0,1076.0,6.0,6.0
1570564621.651614,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4598860.0,3542652.0,8141512.0,2097148.0,0.0,2097148.0,0.13,0.18,0.08,294.0,396.0,1076.0,6.0,6.0
1570564622.6518757,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4598860.0,3542652.0,8141512.0,2097148.0,0.0,2097148.0,0.13,0.18,0.08,294.0,396.0,1076.0,6.0,6.0
1570564623.6516228,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4598860.0,3542652.0,8141512.0,2097148.0,0.0,2097148.0,0.13,0.18,0.08,294.0,396.0,1076.0,6.0,6.0
1570564624.6523824,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4598860.0,3542652.0,8141512.0,2097148.0,0.0,2097148.0,0.12,0.18,0.08,294.0,396.0,1076.0,6.0,6.0
1570564625.6531038,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4598860.0,3542652.0,8141512.0,2097148.0,0.0,2097148.0,0.12,0.18,0.08,294.0,396.0,1076.0,6.0,6.0
1570564626.6523824,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4598860.0,3542652.0,8141512.0,2097148.0,0.0,2097148.0,0.12,0.18,0.08,294.0,396.0,1076.0,6.0,6.0
1570564627.6528676,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4598860.0,3542652.0,8141512.0,2097148.0,0.0,2097148.0,0.12,0.18,0.08,294.0,396.0,1076.0,6.0,6.0
1570564628.6516933,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4598860.0,3542652.0,8141512.0,2097148.0,0.0,2097148.0,0.12,0.18,0.08,294.0,396.0,1076.0,6.0,6.0
1570564629.650861,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4598860.0,3542652.0,8141512.0,2097148.0,0.0,2097148.0,0.11,0.17,0.08,294.0,396.0,1076.0,6.0,6.0
1570564630.6532886,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4598860.0,3542652.0,8141512.0,2097148.0,0.0,2097148.0,0.11,0.17,0.08,294.0,396.0,1076.0,6.0,6.0
1570564631.6528819,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4598860.0,3542652.0,8141512.0,2097148.0,0.0,2097148.0,0.11,0.17,0.08,294.0,396.0,1076.0,6.0,6.0
1570564632.6530943,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4598860.0,3542652.0,8141512.0,2097148.0,0.0,2097148.0,0.11,0.17,0.08,294.0,396.0,1076.0,6.0,6.0
1570564633.651672,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4598860.0,3542652.0,8141512.0,2097148.0,0.0,2097148.0,0.11,0.17,0.08,294.0,498.0,1142.0,7.0,7.0
1570564634.651736,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4598860.0,3542652.0,8141512.0,2097148.0,0.0,2097148.0,0.1,0.17,0.08,294.0,396.0,1076.0,6.0,6.0
1570564635.6518214,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4598860.0,3542652.0,8141512.0,2097148.0,0.0,2097148.0,0.1,0.17,0.08,294.0,396.0,1076.0,6.0,6.0
1570564636.6526692,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4598860.0,3542652.0,8141512.0,2097148.0,0.0,2097148.0,0.1,0.17,0.08,294.0,396.0,1076.0,6.0,6.0
1570564637.6514938,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4598860.0,3542652.0,8141512.0,2097148.0,0.0,2097148.0,0.1,0.17,0.08,294.0,396.0,1076.0,6.0,6.0
1570564638.652551,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4598860.0,3542652.0,8141512.0,2097148.0,0.0,2097148.0,0.1,0.17,0.08,294.0,396.0,1076.0,6.0,6.0
1570564639.6520076,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4598860.0,3542652.0,8141512.0,2097148.0,0.0,2097148.0,0.09,0.17,0.08,294.0,396.0,1076.0,6.0,6.0
1570564640.6520524,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4598860.0,3542652.0,8141512.0,2097148.0,0.0,2097148.0,0.09,0.17,0.08,294.0,396.0,1076.0,6.0,6.0
1570564641.6518652,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4598860.0,3542652.0,8141512.0,2097148.0,0.0,2097148.0,0.09,0.17,0.08,294.0,396.0,1076.0,6.0,6.0
1570564642.6517172,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4598860.0,3542652.0,8141512.0,2097148.0,0.0,2097148.0,0.09,0.17,0.08,294.0,396.0,1076.0,6.0,6.0
1570564643.651696,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4598860.0,3542652.0,8141512.0,2097148.0,0.0,2097148.0,0.09,0.17,0.08,294.0,396.0,1076.0,6.0,6.0
1570564644.651736,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4598860.0,3542652.0,8141512.0,2097148.0,0.0,2097148.0,0.09,0.17,0.08,294.0,396.0,1076.0,6.0,6.0
1570564645.6518598,4.0,2301868.0,2301868.0,2301868.0,2301868.0,4598860.0,3542652.0,8141512.0,2097148.0,0.0,2097148.0,0.09,0.17,0.08,294.0,396.0,1076.0,6.0,6.0
